,ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,CA,NPM,FWBR,FWBR_N,layer
0,com.itextpdf.text.ExceptionConverter,10,4,0,0,21,3,67,10,0.7038973693795252,0.7149526154872053,0.0
1,com.itextpdf.text.pdf.qrcode.Version,13,1,0,5,27,46,2,8,-7.63913223746511,-8.438175731695429,2.0
2,com.itextpdf.text.pdf.LtvVerification$1,0,1,0,0,0,0,2,0,0.7540801391382728,1.1875633328944055,6.0
3,com.itextpdf.text.pdf.codec.wmf.MetaObject,3,1,3,0,4,0,5,3,-0.43122065096921336,0.2020174351924956,0.0
4,com.itextpdf.text.pdf.codec.TiffWriter$FieldImage,1,2,0,1,2,0,1,1,-1.5936685439397444,-1.4321507944656537,2.0
5,com.itextpdf.text.pdf.parser.LocationTextExtractionStrategy,8,1,0,6,31,14,2,6,-7.6067940399074,-8.772549081569384,10.0
6,com.itextpdf.text.pdf.fonts.FontsResourceAnchor,1,1,0,0,2,0,2,1,0.6001384041726006,0.5893628394357852,0.0
7,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextWordSpacing,3,1,0,6,7,3,2,1,-7.236694156555887,-7.819483962251907,9.0
8,com.itextpdf.text.pdf.ArabicLigaturizer$charstruct,1,1,0,0,2,0,1,0,0.6001384041726006,0.5893628394357852,4.0
9,com.itextpdf.text.TextElementArray,1,1,0,1,1,0,5,1,-2.1914983684337828,-1.9813794314603237,4.0
10,com.itextpdf.text.pdf.CMapAwareDocumentFont,8,3,0,11,33,18,5,4,-8.919173722133268,-9.757672585335841,5.0
11,com.itextpdf.text.pdf.internal.PdfXConformanceImp,11,1,0,22,40,0,2,11,-11.803932331946688,-13.163151281963126,4.0
12,com.itextpdf.text.pdf.IntHashtable$Entry,4,1,0,0,5,0,3,2,0.10321440364588741,0.0709087371376953,4.0
13,com.itextpdf.text.pdf.PdfEncodings$SymbolConversion,5,1,0,2,11,2,1,3,-4.147668978311056,-4.716843839720589,4.0
14,com.itextpdf.text.pdf.ShadingColor,4,3,0,2,6,0,2,4,-3.2593651570057993,-3.1018910595383,4.0
15,com.itextpdf.text.pdf.qrcode.ByteMatrix,9,1,0,0,14,0,6,9,-0.12119864030217098,-0.46188804708558706,0.0
16,com.itextpdf.text.pdf.qrcode.BitArray,12,1,0,0,18,0,1,11,-0.24882827914744943,-0.6239407343566665,0.0
17,com.itextpdf.text.html.simpleparser.ImageStore,1,3,0,0,2,0,1,1,1.3542185433108733,1.7769261723301906,5.0
18,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$PushGraphicsState,3,1,0,5,8,3,2,1,-6.6051831619409604,-7.25767506295642,9.0
19,com.itextpdf.text.pdf.codec.TiffImage,10,1,0,18,76,45,1,6,-11.424870500313386,-13.24345844840835,4.0
20,com.itextpdf.text.xml.xmp.XmpReader,6,1,0,2,41,0,1,6,-3.6017487678762032,-5.031282133439441,1.0
21,com.itextpdf.text.pdf.OcspClient,1,1,0,0,1,0,2,1,0.4434171836130442,0.7348142194157778,0.0
22,com.itextpdf.text.pdf.BarcodePostnet,6,2,0,4,22,1,0,5,-5.4553473320020895,-6.23611600129601,6.0
23,com.itextpdf.text.exceptions.UnsupportedPdfException,1,5,0,1,2,0,3,1,-0.839588404801472,-0.24458746157124836,1.0
24,com.itextpdf.text.pdf.PdfOCG,2,1,0,2,2,1,11,2,-4.034662306563552,-3.9488814539004657,4.0
25,com.itextpdf.text.pdf.CFFFont$UInt16Item,3,2,0,1,5,1,2,3,-2.024442467734902,-1.9986892463052661,4.0
26,com.itextpdf.text.html.simpleparser.ImageProvider,1,1,0,3,1,0,2,1,-4.82641392048061,-4.697573082336425,8.0
27,com.itextpdf.text.pdf.collection.PdfTargetDictionary,8,3,0,5,12,28,1,8,-6.7291389370824675,-6.7660121400339195,4.0
28,com.itextpdf.text.pdf.PdfFileSpecification,14,3,0,13,46,79,8,14,-10.055511629167086,-10.864297319513538,4.0
29,com.itextpdf.text.pdf.interfaces.PdfVersion,4,1,0,2,4,6,2,4,-4.4806933658633925,-4.488199694087871,4.0
30,com.itextpdf.text.FontFactoryImp,25,1,0,10,76,168,2,24,-10.29075885858893,-11.568657308548909,4.0
31,com.itextpdf.text.pdf.collection.PdfCollection,5,3,0,6,9,10,4,5,-6.910105250583738,-6.997425932009746,4.0
32,com.itextpdf.text.Section,53,4,1,13,93,1196,4,47,-11.40798781343516,-11.55196276390609,4.0
33,com.itextpdf.text.xml.xmp.XmpBasicSchema,7,5,0,2,12,21,1,7,-3.5069294814436693,-3.2751063921088193,3.0
34,com.itextpdf.text.pdf.parser.TextRenderInfo,13,1,0,7,32,14,9,8,-8.47130760744768,-9.436947438185928,7.0
35,com.itextpdf.text.pdf.PdfLister,6,1,0,8,31,0,0,6,-7.883099498186823,-9.238797182998532,5.0
36,com.itextpdf.text.pdf.CFFFont$UInt32Item,3,2,0,1,5,1,1,3,-2.024442467734902,-1.9986892463052661,4.0
37,com.itextpdf.text.pdf.PdfSignatureAppearance$RangeStream,4,2,0,1,12,2,1,2,-1.982108954387961,-2.4083210072363337,6.0
38,com.itextpdf.text.Annotation,29,1,0,3,37,126,4,28,-6.788188300199038,-7.346451236884565,4.0
39,com.itextpdf.text.html.HtmlTags,1,1,0,0,2,0,0,1,0.6001384041726006,0.5893628394357852,0.0
40,com.itextpdf.text.pdf.crypto.IVGenerator,4,1,0,1,16,4,2,2,-2.40804525294579,-3.283093451618986,1.0
41,com.itextpdf.text.pdf.qrcode.MaskUtil,7,1,0,2,18,21,2,5,-4.555437103221491,-5.293483007359478,5.0
42,com.itextpdf.text.pdf.SequenceList,7,1,0,0,24,5,3,1,-0.047974557045202704,-0.8735712980942524,0.0
43,com.itextpdf.text.pdf.StampContent,5,2,0,8,8,0,2,2,-7.80362681188602,-8.043677673358953,4.0
44,com.itextpdf.text.pdf.PRTokeniser,31,1,0,4,53,133,9,30,-7.563786935450874,-8.374737560926057,4.0
45,com.itextpdf.text.pdf.PdfSignatureAppearance$1,1,1,0,1,3,0,2,0,-1.9235816722928396,-2.230030207878772,6.0
46,com.itextpdf.text.pdf.codec.PngWriter,14,1,0,1,27,71,1,9,-3.5943878309950743,-4.22344440916114,5.0
47,com.itextpdf.text.pdf.qrcode.ReedSolomonException,1,3,0,0,2,0,0,1,1.3542185433108733,1.7769261723301906,0.0
48,com.itextpdf.text.pdf.PdfNull,3,2,0,1,4,3,7,2,-2.2150247449872165,-2.047074875430913,4.0
49,com.itextpdf.text.Anchor,17,5,0,6,39,0,1,17,-6.434674624560429,-6.729889243582103,4.0
50,com.itextpdf.text.pdf.BarcodePDF417,56,1,0,7,87,1070,0,28,-10.003754410252997,-10.90290387905033,5.0
51,com.itextpdf.text.pdf.internal.PolylineShapeIterator,6,1,0,2,11,0,1,5,-4.085969327347948,-4.581881928806113,4.0
52,com.itextpdf.text.pdf.codec.TiffWriter,7,1,0,2,26,9,2,7,-4.28298740831995,-5.29010322881697,2.0
53,com.itextpdf.text.pdf.PdfBorderArray,2,3,0,4,5,1,1,2,-4.954507576676303,-5.011710165212891,4.0
54,com.itextpdf.text.html.simpleparser.StyleSheet,7,1,0,3,38,0,1,7,-4.835442419700312,-6.171338345442224,8.0
55,com.itextpdf.text.pdf.Barcode,38,1,7,7,43,663,7,38,-10.84740205925357,-10.464030868076566,5.0
56,com.itextpdf.text.pdf.PdfNumberTree,4,1,0,9,28,6,2,3,-8.378000109031174,-9.836726135435342,4.0
57,com.itextpdf.text.pdf.PdfLayerMembership,8,3,0,9,18,20,2,7,-8.468368618616653,-8.85089912340751,4.0
58,com.itextpdf.text.pdf.PdfGraphics2D$Kid,1,1,0,1,2,0,1,0,-2.0347771478742263,-2.1268308114403163,4.0
59,com.itextpdf.text.pdf.XfaForm$Xml2SomDatasets,4,2,0,2,45,0,2,2,-2.844619477625678,-4.270161363375246,4.0
60,com.itextpdf.text.pdf.PdfEncryption,32,1,0,21,92,266,11,24,-13.13095754761526,-14.497857139702928,4.0
61,com.itextpdf.text.pdf.CFFFont$UInt24Item,3,2,0,1,5,1,1,3,-2.024442467734902,-1.9986892463052661,4.0
62,com.itextpdf.text.pdf.parser.XObjectDoHandler,1,1,0,3,1,0,4,1,-4.82641392048061,-4.697573082336425,9.0
63,com.itextpdf.text.error_messages.MessageLocalization,10,1,0,1,34,37,122,5,-3.1385052493610246,-4.107252962673455,4.0
64,com.itextpdf.text.pdf.PdfFormField,37,4,0,16,69,640,16,29,-11.533342718825134,-12.001040545206656,4.0
65,com.itextpdf.text.pdf.PdfCopy$PageStamp,8,1,0,20,68,0,1,4,-11.016783760053947,-12.908687133838582,5.0
66,com.itextpdf.text.pdf.PdfResources,2,3,0,3,7,1,1,0,-3.995058757235398,-4.240490514279654,4.0
67,com.itextpdf.text.pdf.PdfDeveloperExtension,6,1,0,5,10,3,3,5,-6.994738635126197,-7.494440905109539,4.0
68,com.itextpdf.text.pdf.PdfColor,2,3,0,4,8,1,1,0,-4.797786356116746,-5.157161545192884,4.0
69,com.itextpdf.text.pdf.PdfReaderInstance,10,1,0,17,64,0,6,0,-10.62138395149293,-12.342291153776996,4.0
70,com.itextpdf.text.pdf.BarcodeEANSUPP,4,2,0,6,21,0,0,4,-6.350618563574099,-7.325819062478533,6.0
71,com.itextpdf.text.pdf.PdfDictionary,30,2,31,10,65,251,120,29,-11.750845295391732,-10.93605877190624,4.0
72,com.itextpdf.text.SplitCharacter,1,1,0,1,1,0,3,1,-2.1914983684337828,-1.9813794314603237,4.0
73,com.itextpdf.text.pdf.interfaces.PdfEncryptionSettings,2,1,0,1,2,1,4,2,-2.493335516049174,-2.360010023441053,1.0
74,com.itextpdf.text.pdf.codec.JBIG2Image,4,1,0,7,15,6,1,4,-7.759614198737952,-8.748969447472904,4.0
75,com.itextpdf.text.pdf.codec.Base64$InputStream,4,3,0,2,12,4,1,4,-3.2989818607954744,-3.5881679491309857,4.0
76,com.itextpdf.text.pdf.codec.TIFFField,23,1,0,0,26,0,2,22,-0.624772117329935,-0.9305263581813867,0.0
77,com.itextpdf.text.pdf.MultiColumnText$ColumnDef,6,1,0,1,11,0,1,0,-2.5446425368335697,-2.9930104983467003,4.0
78,com.itextpdf.text.pdf.CFFFont$DictOffsetItem,3,3,0,1,5,0,2,3,-1.5913599642611818,-1.3920165920245384,4.0
79,com.itextpdf.text.pdf.codec.TIFFDirectory,32,1,0,3,74,266,1,19,-6.733708226266533,-7.740398280452358,4.0
80,com.itextpdf.text.exceptions.IllegalPdfSyntaxException,1,5,0,0,2,0,1,1,1.795327147245355,2.471606189304853,0.0
81,com.itextpdf.text.pdf.PdfNameTree,4,1,0,10,27,6,4,3,-8.753873852456612,-10.19762412124214,4.0
82,com.itextpdf.text.pdf.events.IndexEvents,11,2,0,7,38,33,2,10,-7.9787568556175374,-8.891140883625388,6.0
83,com.itextpdf.text.pdf.ExtraEncoding,3,1,0,0,3,3,5,3,-0.10746770845204129,0.05448642921518054,0.0
84,com.itextpdf.text.pdf.LtvVerification$CertificateInclusion,4,2,0,1,7,4,1,2,-2.2582861006151425,-2.3180149548412143,6.0
85,com.itextpdf.text.pdf.LtvVerification$CertificateOption,4,2,0,1,7,4,1,2,-2.2582861006151425,-2.3180149548412143,6.0
86,com.itextpdf.text.pdf.PdfCopy$RefKey,6,1,0,2,17,0,2,3,-3.9292481067883926,-4.727333308786106,5.0
87,com.itextpdf.text.pdf.PdfSignature,9,3,1,7,17,36,3,9,-8.152218731541824,-8.08108962775215,4.0
88,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextHorizontalScaling,3,1,0,6,7,3,1,1,-7.236694156555887,-7.819483962251907,9.0
89,com.itextpdf.text.pdf.events.IndexEvents$Entry,11,1,0,1,28,11,2,11,-3.0840808668550204,-3.8761864600725255,6.0
90,com.itextpdf.text.pdf.hyphenation.CharVector,13,1,0,1,16,0,3,13,-2.988593957455463,-3.3220559352299954,0.0
91,com.itextpdf.text.pdf.PdfTransparencyGroup,3,3,0,4,6,3,4,3,-5.255168153936138,-5.26550601522919,4.0
92,com.itextpdf.text.pdf.PdfWriter,155,2,4,86,422,9533,88,114,-20.001784214743214,-20.77850049343424,4.0
93,com.itextpdf.text.pdf.OutputStreamCounter,8,2,0,0,14,0,9,8,0.4078558604899283,0.2638155484892134,0.0
94,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextSetTextMatrix,3,1,0,6,10,3,1,1,-7.113604755187897,-7.933721990937255,9.0
95,com.itextpdf.text.pdf.crypto.AESCipherCBCnoPad,2,1,0,5,14,0,1,2,-5.927383586481394,-7.128634989997134,0.0
96,com.itextpdf.text.pdf.Pfm2afm,11,1,0,2,39,0,1,1,-4.070515166044581,-5.172488186098295,4.0
97,com.itextpdf.text.pdf.codec.wmf.Point,2,1,0,0,3,1,2,2,0.25277551157903955,0.2529842309965927,0.0
98,com.itextpdf.text.pdf.codec.TIFFFaxDecoder,16,1,0,1,19,6,3,6,-3.4250356616223416,-3.756972522220003,4.0
99,com.itextpdf.text.BadElementException,3,4,0,1,6,3,11,2,-1.5292396754446116,-1.2925833156646123,1.0
100,com.itextpdf.text.MarkedObject,9,1,1,3,14,14,3,8,-6.185402552076141,-6.338837844760838,4.0
101,com.itextpdf.text.pdf.FontMapper,2,1,0,1,2,1,4,2,-2.493335516049174,-2.360010023441053,4.0
102,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$BeginText,3,1,0,5,9,3,1,1,-6.56445899534196,-7.295470750159538,9.0
103,com.itextpdf.text.pdf.PdfCopyFieldsImp,28,3,1,25,148,278,3,3,-13.054603082010159,-14.10317394207333,4.0
104,com.itextpdf.text.pdf.Type3Font,23,2,0,18,66,235,0,18,-11.972092847418402,-12.997032137562359,6.0
105,com.itextpdf.text.pdf.DefaultFontMapper$BaseFontParameters,1,1,0,0,2,0,2,1,0.6001384041726006,0.5893628394357852,4.0
106,com.itextpdf.text.pdf.PdfDocument$Destination,1,1,0,4,2,0,3,1,-5.517946043780572,-5.7174435096881115,4.0
107,com.itextpdf.text.Chunk,55,1,0,14,92,1223,27,53,-12.380339000775027,-13.402727871312766,4.0
108,com.itextpdf.text.pdf.PdfBoolean,5,2,0,3,11,0,20,4,-4.609777755275877,-4.969134208878582,4.0
109,com.itextpdf.text.pdf.FilterHandlers$Filter_RUNLENGTHDECODE,3,1,0,5,8,3,1,1,-6.6051831619409604,-7.25767506295642,4.0
110,com.itextpdf.text.pdf.AcroFields$RevisionStream,5,2,0,2,12,2,1,3,-3.6756220998058744,-4.050877322516036,4.0
111,com.itextpdf.text.ImgJBIG2,5,3,0,1,14,6,4,4,-1.9128348744137766,-2.1595519719527823,4.0
112,com.itextpdf.text.pdf.NumberArray,2,3,1,3,8,1,1,2,-4.2746454075743285,-4.28274249782119,4.0
113,com.itextpdf.text.pdf.parser.PdfImageObject$1,0,1,0,0,0,0,2,0,0.7540801391382728,1.1875633328944055,6.0
114,com.itextpdf.text.pdf.PdfPrinterGraphics2D,2,4,0,3,3,0,1,2,-3.9001049025212318,-3.4957403981834374,4.0
115,com.itextpdf.text.PageSize,3,1,0,3,18,3,2,2,-4.775041499979563,-5.936849794087163,4.0
116,com.itextpdf.text.pdf.FilterHandlers$Filter_ASCII85DECODE,3,1,0,6,5,3,1,1,-7.347889632137274,-7.71628456581345,4.0
117,com.itextpdf.text.pdf.PdfPageElement,2,1,0,1,2,1,0,2,-2.493335516049174,-2.360010023441053,5.0
118,com.itextpdf.text.xml.simpleparser.EntitiesToUnicode,4,1,0,0,22,4,1,3,0.3437085331300308,-0.675336184234962,0.0
119,com.itextpdf.text.ZapfDingbatsList,5,2,0,6,22,0,0,5,-6.48562333035374,-7.395450005490211,5.0
120,com.itextpdf.text.pdf.FdfWriter$Wrt,3,3,0,13,25,1,1,0,-8.541842409923316,-9.657140598041167,4.0
121,com.itextpdf.text.pdf.MappedRandomAccessFile$1,3,1,0,0,7,1,1,2,0.28055995595883043,-0.08037500884228305,0.0
122,com.itextpdf.text.pdf.PdfDocument$PdfCatalog,4,3,0,13,25,4,4,0,-8.886881518384943,-9.87326691013866,4.0
123,com.itextpdf.text.pdf.PdfObject,21,1,9,3,27,0,150,17,-6.887916709601086,-6.350339080343926,4.0
124,com.itextpdf.text.pdf.EnumerateTTC,4,3,0,4,21,0,1,0,-4.75858833207869,-5.514422480634049,4.0
125,com.itextpdf.text.pdf.VerticalText,20,1,0,10,61,104,0,17,-10.113761445205721,-11.349912637691848,5.0
126,com.itextpdf.text.pdf.PdfException,3,4,1,1,6,3,7,1,-1.8543520707617112,-1.2925833156646123,1.0
127,com.itextpdf.text.api.WriterOperation,1,1,0,3,1,0,2,1,-4.82641392048061,-4.697573082336425,4.0
128,com.itextpdf.text.pdf.parser.InlineImageUtils,9,1,0,9,47,32,1,1,-9.030502221608733,-10.476140198451672,7.0
129,com.itextpdf.text.pdf.qrcode.BitMatrix,12,1,0,1,22,0,1,12,-2.8098967619866366,-3.408671103396263,1.0
130,com.itextpdf.text.pdf.XfaForm$Xml2Som,15,1,3,2,49,87,5,14,-5.650470883050681,-6.07225877033614,4.0
131,com.itextpdf.text.pdf.TrueTypeFont$WindowsMetrics,1,1,0,0,2,0,2,0,0.6001384041726006,0.5893628394357852,4.0
132,com.itextpdf.text.pdf.hyphenation.Hyphenation,6,1,0,0,13,0,3,5,0.14985565798450295,-0.3321148957054849,0.0
133,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ShowText,3,1,0,5,6,3,2,1,-6.702321739729271,-7.167521731211314,9.0
134,com.itextpdf.text.pdf.FilterHandlers$FilterHandler,1,1,0,3,1,0,9,1,-4.82641392048061,-4.697573082336425,4.0
135,com.itextpdf.text.pdf.draw.LineSeparator,12,2,1,3,20,26,4,12,-5.9350928490579875,-5.938606185049484,6.0
136,com.itextpdf.text.pdf.PdfSpotColor,3,1,0,11,19,0,8,2,-8.691235914707988,-10.032736500732117,4.0
137,com.itextpdf.text.pdf.FilterHandlers$1,0,1,0,0,0,0,8,0,0.7540801391382728,1.1875633328944055,4.0
138,com.itextpdf.text.log.Logger,9,1,0,1,9,36,7,9,-3.5385479008112846,-3.6254105696790204,1.0
139,com.itextpdf.text.pdf.codec.JBIG2SegmentReader$JBIG2Segment,3,1,0,0,4,1,2,3,0.09889317139505752,0.08822809683151073,4.0
140,com.itextpdf.text.pdf.PushbuttonField,22,2,0,23,92,117,1,21,-12.577772253156889,-13.903792471181944,4.0
141,com.itextpdf.text.pdf.BidiOrder,29,1,0,2,37,186,2,8,-5.761646655013226,-6.2826473372173215,4.0
142,com.itextpdf.text.pdf.Barcode128,12,2,0,8,61,46,0,9,-8.3702335068463,-9.595708931491254,6.0
143,com.itextpdf.text.pdf.events.PdfPCellEventForwarder,3,1,0,4,10,0,1,3,-5.594324122356422,-6.387630048290545,4.0
144,com.itextpdf.text.DocumentException,3,3,2,0,6,3,76,3,0.34762533891979797,1.0413003338947067,0.0
145,com.itextpdf.text.pdf.qrcode.ReedSolomonEncoder,3,1,0,2,17,0,1,2,-3.462128977213334,-4.562553511776798,1.0
146,com.itextpdf.text.pdf.PdfEncodings$Cp437Conversion,6,1,0,3,13,7,1,3,-5.480308350918937,-6.105870212540642,4.0
147,com.itextpdf.text.pdf.PdfPTableEventSplit,1,1,0,2,1,0,2,1,-3.732825158948162,-3.5702508619197366,4.0
148,com.itextpdf.text.pdf.qrcode.MatrixUtil,22,1,0,6,43,211,1,10,-8.725839032370196,-9.597854621182819,6.0
149,com.itextpdf.text.pdf.CFFFont$StringItem,3,2,0,1,7,0,2,3,-1.7931360238835865,-1.9880993043827369,4.0
150,com.itextpdf.text.pdf.PdfEncodings$1,0,1,0,0,0,0,4,0,0.7540801391382728,1.1875633328944055,4.0
151,com.itextpdf.text.pdf.TextField,31,2,0,24,129,327,2,23,-13.056302491252325,-14.448978555608084,4.0
152,com.itextpdf.text.pdf.PdfLayer,24,3,0,12,45,242,6,20,-10.401029014101978,-10.89898466834456,4.0
153,com.itextpdf.text.pdf.CFFFont$Item,4,1,12,0,5,4,14,3,-1.3787334485755678,-0.19330192450131978,4.0
154,com.itextpdf.text.pdf.events.IndexEvents$1,3,1,0,2,8,3,1,2,-3.9702676098941336,-4.541481412080319,6.0
155,com.itextpdf.text.pdf.PdfReader,149,1,1,44,403,8746,58,106,-17.47717116569461,-18.84765680994822,4.0
156,com.itextpdf.text.pdf.CJKFont,34,2,0,15,91,445,2,18,-11.621485688644382,-12.652946709685443,4.0
157,com.itextpdf.text.pdf.qrcode.Version$ECBlocks,6,1,0,1,8,0,2,4,-2.6558380124149563,-2.8898111019082444,2.0
158,com.itextpdf.text.xml.XmlToTxt,8,1,0,3,14,22,1,7,-5.846413254109227,-6.377984892252302,4.0
159,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ShowTextArray,3,1,0,8,11,3,1,1,-8.035314476873953,-8.94974588985429,9.0
160,com.itextpdf.text.pdf.PRIndirectReference,5,3,0,4,13,0,26,3,-5.085476921160358,-5.40596798856542,4.0
161,com.itextpdf.text.html.WebColors,4,3,0,2,26,4,1,2,-3.016477694247061,-3.850357209320862,5.0
162,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$EndMarkedContent,3,1,0,4,5,3,1,1,-6.068830935845657,-6.397771299888709,9.0
163,com.itextpdf.text.pdf.PdfPageEventHelper,12,1,2,5,13,66,2,12,-8.421917728224734,-8.225907025072383,5.0
164,com.itextpdf.text.pdf.parser.ContentByteUtils,3,1,0,7,22,3,3,2,-7.336109982818751,-8.721580163126761,5.0
165,com.itextpdf.text.html.simpleparser.HTMLTagProcessor,2,1,0,2,2,1,16,2,-4.034662306563552,-3.9488814539004657,10.0
166,com.itextpdf.text.pdf.interfaces.PdfXConformance,3,1,0,0,3,3,2,3,-0.10746770845204129,0.05448642921518054,0.0
167,com.itextpdf.text.pdf.hyphenation.SimplePatternParser,14,1,0,5,48,73,1,10,-7.55907410032206,-8.733756825118823,5.0
168,com.itextpdf.text.Chapter,5,5,1,2,10,8,1,5,-3.501595830380112,-2.98373897284091,4.0
169,com.itextpdf.text.pdf.CFFFont$SubrMarkerItem,2,2,0,3,4,0,1,2,-4.369586108733033,-4.450981386164617,4.0
170,com.itextpdf.text.pdf.codec.LZWCompressor,3,1,0,2,11,0,1,3,-3.61885019777289,-4.417102131796805,1.0
171,com.itextpdf.text.ListItem,14,6,0,4,31,85,11,14,-5.693842658963946,-5.744778751569717,4.0
172,com.itextpdf.text.Meta,11,1,1,3,18,33,3,10,-6.388019098227857,-6.611658358707096,4.0
173,com.itextpdf.text.pdf.crypto.AESCipher,3,1,0,7,15,0,2,3,-7.236159035770779,-8.363817399528052,0.0
174,com.itextpdf.text.pdf.codec.wmf.MetaBrush,5,2,0,3,8,0,2,5,-4.720973230857263,-4.865934812440127,4.0
175,com.itextpdf.text.pdf.PdfSmartCopy,2,4,0,16,20,0,1,1,-8.759451427220307,-9.760545298640718,6.0
176,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$BeginMarkedContentDictionary,4,1,0,8,10,6,1,1,-8.352179522492834,-9.076105909782527,9.0
177,com.itextpdf.text.pdf.collection.PdfCollectionField,6,3,0,8,18,9,2,6,-7.7295121349052485,-8.24223044239892,4.0
178,com.itextpdf.text.pdf.PdfPage,7,3,0,6,12,13,3,1,-7.09061732364929,-7.215841566932185,4.0
179,com.itextpdf.text.pdf.PdfPattern,2,4,0,10,16,1,2,0,-7.306428792142673,-8.09267788919644,4.0
180,com.itextpdf.text.pdf.internal.PdfViewerPreferencesImp,10,1,0,8,20,11,3,7,-8.85377943171806,-9.628714718770118,4.0
181,com.itextpdf.text.pdf.interfaces.PdfAnnotations,4,1,0,3,4,6,1,4,-5.574282127395841,-5.615521914504559,4.0
182,com.itextpdf.text.Font$FontStyle,5,2,0,1,8,6,1,3,-2.4232517967761242,-2.4691882206894147,4.0
183,com.itextpdf.text.pdf.PdfStamperImp,64,3,0,59,347,1016,8,18,-16.47833262090277,-18.13439909793133,4.0
184,com.itextpdf.text.pdf.qrcode.CharacterSetECI,7,1,0,0,11,15,1,3,-0.5016313799575703,-0.7712927409654096,0.0
185,com.itextpdf.text.pdf.PdfName,10,2,0,4,37,35,145,9,-6.139409742571712,-7.023810835887624,4.0
186,com.itextpdf.text.Element,6,1,0,1,6,15,37,6,-3.233420463282981,-3.254815123607078,4.0
187,com.itextpdf.text.pdf.internal.PdfAnnotationsImp,12,1,0,16,74,4,2,11,-10.767122900130959,-12.483042142766353,4.0
188,com.itextpdf.text.xml.xmp.XmpSchema,9,4,5,3,23,34,6,8,-5.669009738218693,-5.0766628410648,2.0
189,com.itextpdf.text.pdf.events.FieldPositioningEvents,10,2,0,16,32,0,0,10,-10.225010000134066,-11.180454022603508,6.0
190,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$1,0,1,0,0,0,0,26,0,0.7540801391382728,1.1875633328944055,9.0
191,com.itextpdf.text.DocWriter,26,1,1,7,43,203,16,17,-9.685729621763109,-10.162014365898274,4.0
192,com.itextpdf.text.pdf.parser.PdfImageObject,10,1,0,24,55,15,3,7,-12.408202026686375,-14.031274269641724,6.0
193,com.itextpdf.text.pdf.PdfDocument$Indentation,1,1,0,0,2,0,1,1,0.6001384041726006,0.5893628394357852,4.0
194,com.itextpdf.text.pdf.PdfPKCS7$X509NameTokenizer,3,1,0,0,11,0,1,3,0.5573921447883152,-0.11203705046129087,4.0
195,com.itextpdf.text.Rectangle,66,1,3,5,77,1597,57,64,-9.811281253716631,-9.845596278312382,4.0
196,com.itextpdf.text.pdf.PdfChunk,39,1,0,11,108,429,7,9,-11.00859694145803,-12.314451087821709,4.0
197,com.itextpdf.text.xml.simpleparser.SimpleXMLDocHandlerComment,1,1,0,0,1,0,3,1,0.4434171836130442,0.7348142194157778,0.0
198,com.itextpdf.text.pdf.codec.TiffWriter$FieldUndefined,1,2,0,1,2,0,1,1,-1.5936685439397444,-1.4321507944656537,2.0
199,com.itextpdf.text.pdf.XfaForm$Xml2SomTemplate,5,2,0,2,33,0,1,4,-3.113644066558207,-4.215409864703459,4.0
200,com.itextpdf.text.pdf.PdfStructureElement,6,3,0,9,20,0,2,4,-7.692342982317668,-8.313002942791073,4.0
201,com.itextpdf.text.pdf.PdfConcatenate,6,1,0,6,18,3,0,6,-7.3694726697057575,-8.294561904392905,7.0
202,com.itextpdf.text.pdf.codec.PngImage,24,1,0,16,87,226,1,7,-11.912344705159821,-13.35930107179644,4.0
203,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$IgnoreXObjectDoHandler,3,1,0,5,4,3,1,1,-6.832375691482903,-7.04681997374109,9.0
204,com.itextpdf.text.pdf.FilterHandlers$Filter_LZWDECODE,3,1,0,6,6,3,1,1,-7.288306989366029,-7.771582614048337,4.0
205,com.itextpdf.text.pdf.parser.PdfTextExtractor,3,1,0,5,8,3,1,2,-6.6051831619409604,-7.25767506295642,11.0
206,com.itextpdf.text.pdf.PdfContentByte$GraphicState,2,1,0,2,3,0,2,0,-3.8033558627122375,-3.938291511977937,4.0
207,com.itextpdf.text.pdf.qrcode.WriterException,2,3,0,0,4,1,4,2,1.0931055622944827,1.3604998931463437,0.0
208,com.itextpdf.text.pdf.collection.PdfCollectionSort,4,3,0,6,14,6,1,4,-6.522876111708203,-7.014993051305029,4.0
209,com.itextpdf.text.pdf.SimpleBookmark,20,1,0,23,132,168,1,14,-12.866913178722156,-14.758990012681792,4.0
210,com.itextpdf.text.pdf.CFFFont$IndexBaseItem,1,2,0,1,2,0,4,1,-1.5936685439397444,-1.4321507944656537,4.0
211,com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$MoveNextLineAndShowText,2,1,0,5,6,0,2,2,-6.2219675514282615,-6.855234591068918,9.0
